danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,track_name,track_artist,track_id
0.624,0.498,2,-9.32,1,0.497,0.314,0.0,0.164,0.211,119.434,188056,True,1,Preliminary Hearing,Yungun,76zJHSG96IsrwC5HoNKfsz
0.784,0.708,0,-7.421,0,0.42,0.307,0.0,0.104,0.363,174.905,178488,True,4,D.T.C (Draw The Chalk),Yungun,5Xy13c5wQP8pu6HIa0ILqN
0.528,0.533,1,-15.341,1,0.754,0.509,0.0,0.108,0.255,89.424,234736,True,1,Listen Closely,Yungun,0JOqEVWUg8WLUAJdjUGstm
0.658,0.653,10,-10.15,0,0.361,0.285,0.0,0.243,0.836,95.156,152529,True,6,Warriors,Yungun,0QB9jXNlrZIuMFrOsirxsW
0.599,0.688,7,-12.114,1,0.308,0.353,4.58e-06,0.345,0.552,126.585,202162,True,2,1Step Away,Yungun,13C4i6bQHhnmASmf7AWDL3
0.524,0.814,5,-6.71,0,0.387,0.0201,0.0,0.16,0.705,85.98,173009,True,3,All-State,Yungun,5z9vdkSbR7YT6K9ezxWayt
0.474,0.586,9,-11.638,1,0.371,0.327,0.0,0.158,0.224,136.085,133543,True,14,Persona,Goldenboy Countup,11ogPgdYbW0kPNrugEytL9
0.603,0.556,10,-7.435,0,0.0445,0.67,2.96e-06,0.109,0.503,92.992,284388,True,14,Replay,uKnoWho,20TdcKm5vAVbMYRAvvdnjU
0.777,0.531,0,-8.05,1,0.396,0.0793,1.89e-06,0.295,0.259,77.04,286824,False,14,Cat Daddy,Dick Jagger,6tq4HzUDRc6UJWaqObGa0I
0.744,0.582,0,-13.563,1,0.0367,0.279,0.935,0.343,0.493,124.637,139848,False,14,Far Away,Kannev,2jpOB6HAsnLgJYfSgGTYgz
0.512,0.802,8,-2.664,1,0.275,0.0785,0.0,0.26,0.854,71.0,153652,False,14,Dont Take It Personal,Peersonile,6Ec4oTf0zyvhWbDhMQAdI4
0.749,0.811,1,-5.323,1,0.13,0.22,2.7e-06,0.7,0.605,116.975,204600,False,14,Breakfast,Fleur East,2PVF4tJIVNgf6oDSa8uz0Q
0.653,0.428,9,-10.969,0,0.0526,0.214,0.894,0.124,0.9,99.995,115200,False,14,In the White Sands of Time,J-Eclectic,0dyNNtCTL2ZpQuI4foVkzD
0.394,0.627,2,-11.15,1,0.0792,0.257,5.25e-06,0.524,0.902,143.291,234507,False,4,Bowin' Set,Ironwood,42eDhHjvTG0bQBxwI7l46Y
0.33,0.415,9,-11.235,1,0.0335,0.474,1.43e-05,0.195,0.256,112.871,288707,False,4,Gretna Green,Ironwood,1icvNO7PU9qcff7kRFswYv
0.738,0.522,9,-12.319,1,0.111,0.251,0.0,0.483,0.728,125.029,237427,False,5,She Likes the Guinness,Ironwood,2Rj2EpPKehylindsLD07JZ
0.436,0.595,7,-12.255,1,0.0398,0.398,0.92,0.0896,0.506,154.194,250107,False,3,The Rising Set,Ironwood,3y8o4O6sQKzF1iUs9WmAvc
0.655,0.452,0,-11.466,1,0.0287,0.145,0.0,0.103,0.836,94.932,252680,False,3,The White Gypsy,Ironwood,5OVMHlXJNaIBvY6MkADYhL
0.225,0.235,7,-12.222,1,0.0329,0.852,0.00067,0.0781,0.416,85.134,310293,False,3,Lovelace,Ironwood,2BtedqpLHdIKFxTm9imEdp
0.541,0.456,9,-11.991,1,0.0332,0.169,0.0,0.179,0.647,126.632,195333,False,3,Selkie Song,Ironwood,0FJmbOOmCuviMAlyCVo3kp
0.409,0.625,0,-10.928,1,0.0965,0.111,0.00164,0.243,0.744,154.983,230987,False,2,Crawl on Duke Street,Ironwood,4Hk0lt5L1iR6XTw1SriU16
0.822,0.514,9,-10.48,1,0.151,0.0255,0.0,0.131,0.933,140.072,174747,False,4,For Ireland,Ironwood,47TIUZ84R8L3ysEZiuur9I
0.472,0.398,7,-11.584,1,0.0462,0.556,0.00883,0.0886,0.523,132.584,240200,False,2,Planxty Caper Set,Ironwood,1HPxpqxR3RvVEQ44hfIZn5
0.145,0.0421,7,-19.635,1,0.0414,0.933,1.05e-06,0.0762,0.231,75.524,335520,False,2,Windhover,Ironwood,1JwSq8jCNw1fq7jKiUstsD
0.51,0.472,7,-12.276,1,0.181,0.64,0.0053,0.127,0.817,140.099,185520,False,2,Trip to Goa,Ironwood,2H4Bk8Nq7CBUesv8Bqm041
0.532,0.38,5,-7.843,0,0.157,0.401,6.36e-06,0.189,0.45,119.854,206341,True,14,Chills,NYK,6sVCMRZXuafbptVErkpBQF
0.658,0.456,6,-9.191,0,0.0344,0.453,0.0,0.225,0.33,123.862,233535,True,0,Fools Gold,NYK,6yyw5mICRpmBPuSRp5VCcH
0.573,0.532,2,-9.044,0,0.0565,0.296,5.26e-05,0.125,0.202,122.052,174942,True,0,Besos,NYK,7uBqscwvEhgbF7WHHJclo9
0.785,0.532,6,-7.242,1,0.0388,0.157,0.000162,0.0792,0.246,102.973,214596,True,0,O.T.,NYK,31VyoAoyfNIlsfk19iY4ma
0.75,0.518,8,-8.732,1,0.22,0.219,0.000407,0.234,0.522,150.043,181917,False,0,Zoom,NYK,0lF07kMcJpS9AtcVbdOole
0.602,0.657,11,-12.287,0,0.0529,0.00472,0.812,0.357,0.186,182.842,144053,False,14,Playback,Shaniya Patterson,2WDrB992ucF3kSAkvIV6oq
0.738,0.71,5,-5.707,1,0.056,0.00537,0.000495,0.144,0.223,136.994,126198,True,0,Wonderland,Mike Brown da Czar,4Jq1qOI048wcGxQq5Hw9pn
0.711,0.732,6,-5.843,1,0.365,0.228,0.0,0.115,0.575,114.904,234240,True,10,Suspect,Mike Brown da Czar,5lJvgTI8S3zqpT4SXSsd9B
0.708,0.643,6,-5.314,0,0.0712,0.0427,0.0,0.113,0.389,110.039,244428,True,0,Casino,Mike Brown da Czar,0jTE6qVEW6pHcPTFWuBXIV
0.655,0.848,1,-4.782,0,0.207,0.322,0.0,0.16,0.345,124.591,215092,True,5,Adios,Mike Brown da Czar,2qWiIaIW0IUFjEjlCH7FsJ
0.544,0.787,5,-4.217,0,0.199,0.109,0.0,0.0796,0.486,134.146,94093,True,7,Creep,Mike Brown da Czar,3fENBjJ5N3TXDJEuGqegnq
0.758,0.768,7,-4.045,1,0.2,0.039,0.0,0.13,0.601,114.934,183719,True,0,Want 2,Mike Brown da Czar,5VNBys0W9dVAyw3Lp9XiRh
0.643,0.705,4,-4.277,0,0.0596,0.822,0.0,0.111,0.368,119.96,176039,True,0,Wait on It,Mike Brown da Czar,2xzZvgQ8RdIWKV8IHdsXS7
0.566,0.776,4,-3.79,0,0.247,0.00434,0.0,0.118,0.536,119.563,192052,True,0,Going Down,Mike Brown da Czar,5xFQziP1s60LjuJf6OsG2o
0.649,0.888,0,-4.142,1,0.227,0.00883,0.0,0.121,0.705,133.212,173270,True,0,Get Back,Mike Brown da Czar,3nkju56c7bUkPqnJ3mPiqF
0.338,0.411,9,-5.593,1,0.0372,0.972,0.409,0.146,0.576,97.65,199889,False,3,"Dastgah Chahargah, Pt. 1",Farshid Farahmand,5Axu15WXK2ZBFsgMCAjSVn
0.219,0.31,9,-6.7,1,0.0402,0.972,0.217,0.0905,0.385,73.305,255002,False,3,"Dastgah Chahargah, Pt. 2",Farshid Farahmand,2z5kEkRA6ylZA72AXhzpir
0.222,0.339,9,-6.261,1,0.0401,0.984,0.0871,0.111,0.362,72.941,191495,False,3,"Dastgah Chahargah, Pt. 3",Farshid Farahmand,4MolwfXp5Nb3XNu8hsoFoy
0.22,0.302,6,-8.793,0,0.0411,0.981,0.478,0.158,0.449,71.801,211559,False,3,"Dastgah Chahargah, Pt. 4",Farshid Farahmand,0TvghRwaEBJvWFbV8d1Ex8
0.354,0.305,4,-7.102,1,0.0402,0.984,0.123,0.317,0.178,118.674,232107,False,3,"Avaz Shoushtari, Pt. 1",Farshid Farahmand,2O7ievWxrXXQDEIl91hiIF
0.317,0.271,9,-7.483,0,0.0353,0.975,0.181,0.0834,0.433,110.571,254885,False,3,"Avaz Shoushtari, Pt. 2",Farshid Farahmand,0ldOAcr6xVHAh7RD2htJCB
0.329,0.301,9,-7.312,0,0.0398,0.974,0.389,0.121,0.418,82.266,103375,False,3,"Avaz Shoushtari, Pt. 3",Farshid Farahmand,5QREBgDxXfioADJFPLhZt1
0.219,0.273,4,-7.352,1,0.0362,0.968,0.693,0.151,0.411,50.57,282510,False,3,"Avaz Shoushtari, Pt. 4",Farshid Farahmand,3UhYsTG5tL9ISVLl6RHMIq
0.354,0.323,9,-7.719,0,0.0411,0.981,0.143,0.297,0.624,122.67,212706,False,3,"Bayat Tork, Pt. 1",Farshid Farahmand,6yM0PT9JPOQSw174PDdQ48
0.332,0.298,7,-7.534,1,0.0342,0.985,0.608,0.333,0.56,108.574,181238,False,3,"Bayat Tork, Pt. 2",Farshid Farahmand,6oGeRroK8iPzXyjvaZO1bX
0.258,0.306,0,-7.912,1,0.036,0.985,0.323,0.106,0.434,69.81,244645,False,3,"Bayat Tork, Pt. 3",Farshid Farahmand,4aCybuv6T54cK9L0MmYjLp
0.735,0.46,5,-13.167,0,0.459,0.931,0.0,0.13,0.637,85.097,107416,False,11,Yo Tiff,Supreme Allah,6zk2O7ihK1vhWT7q77E2Km
0.791,0.357,7,-14.281,0,0.518,0.427,1.1e-06,0.148,0.348,79.97,198113,False,0,Comrad Scripture,Supreme Allah,270wnUzBfVj9muXohnMODh
0.616,0.802,10,-7.714,0,0.278,0.199,0.0,0.0958,0.604,82.356,202815,False,0,It's Hard Being Write,Supreme Allah,651MxujPobY1rL6HfS03Kx
0.615,0.473,3,-12.858,0,0.381,0.513,0.0,0.657,0.859,94.354,168359,False,0,Doing My Thing,Supreme Allah,5Ezzszs2Rx8D4e0eJNQdrL
0.748,0.571,7,-8.2,1,0.379,0.5,0.0,0.127,0.594,88.151,137352,False,0,Notice the Noise,Supreme Allah,70Rhpj8hef0l7watBqoFia
0.705,0.412,10,-11.222,0,0.524,0.728,0.0,0.302,0.718,79.619,160366,False,0,Sick Mental,Supreme Allah,1hujK4LnkSHF2nnPVqb1qy
0.837,0.388,0,-10.139,1,0.534,0.0905,0.0,0.348,0.806,93.024,145162,False,0,The Work,Supreme Allah,0Chku2w0LILl4oZH6wHnnU
0.614,0.486,11,-12.885,0,0.598,0.639,0.0,0.329,0.652,91.564,195997,False,0,Rocky Road Willpower,Supreme Allah,566ct3t87UgBPPDEpK2t0k
0.859,0.56,8,-13.147,1,0.288,0.722,0.0,0.181,0.631,93.992,145972,False,3,Won't Wait Forever,Supreme Allah,0Ji8u2gJHkkAvlkW69WOZG
0.781,0.577,7,-7.384,0,0.574,0.753,0.0,0.145,0.503,84.873,201874,False,3,What If,Supreme Allah,39pm6QRxaE6spjSSopEQrP
0.852,0.703,1,-9.63,0,0.376,0.376,0.0,0.0917,0.585,95.993,164598,False,0,A-B Boy's Master,Supreme Allah,5Ka706HkaVhWC9iyVkmeQA
0.748,0.29,1,-14.256,1,0.147,0.629,0.0,0.175,0.874,85.975,169796,False,0,Losin' It,Supreme Allah,4wtPOviwteiMiyLgV7qlXe
0.785,0.296,6,-17.296,0,0.376,0.703,0.0,0.228,0.762,88.03,105822,False,0,Prime Omega (Intro Outro),Supreme Allah,3Q4KXAsOht0VAshm9hnoAS
0.562,0.797,0,-7.499,1,0.067,0.0367,1.9e-05,0.304,0.825,105.703,212455,False,2,Peel Out,Nonc Nu & Da Wild Matous,3cS0bPnWD523FuVwaBPTgA
0.513,0.516,9,-9.614,1,0.0381,0.00428,1.77e-06,0.0673,0.7,116.068,243227,False,2,Number 2,Nonc Nu & Da Wild Matous,2wv1SJTVgy98AH0SFQJ6aP
0.601,0.59,7,-10.194,1,0.0422,0.0787,5.21e-06,0.126,0.473,89.187,302421,False,3,Grand Isle Beach,Nonc Nu & Da Wild Matous,4pLKFlwNLB8HrATbazoDea
0.535,0.79,0,-8.72,1,0.0593,0.00134,0.0,0.137,0.826,74.15,179959,False,1,Pimp Da Rag,Nonc Nu & Da Wild Matous,6UJzw4VSHo5311hZN8CT8Q
0.475,0.606,7,-7.796,1,0.0348,0.00464,2.37e-06,0.103,0.625,83.666,211776,False,1,Le Le Grouge,Nonc Nu & Da Wild Matous,2WvLtW488uiADRdmSaP70A
0.529,0.655,11,-11.026,1,0.0871,0.0116,3.28e-05,0.28,0.812,90.883,221781,False,4,Egrette,Nonc Nu & Da Wild Matous,37OEOyBHjzwsiWYipnSrk2
0.436,0.471,0,-11.652,1,0.0367,0.0109,1.29e-05,0.163,0.595,145.707,310884,False,2,Boo Poo Dee,Nonc Nu & Da Wild Matous,2usuWX4o9SJtGMABSYzZoI
0.594,0.677,1,-9.633,1,0.0502,0.0157,0.0,0.115,0.615,125.742,324755,False,2,Boucherie,Nonc Nu & Da Wild Matous,4Z2MzxrnokMuWM5WCo1K9u
0.536,0.661,7,-8.246,1,0.0297,0.00582,0.0,0.0628,0.464,133.204,167028,False,1,Nutria Lady,Nonc Nu & Da Wild Matous,2tPXjwaHhpJBQzVBX87NTL
0.246,0.413,5,-10.16,1,0.0286,6.71e-05,0.000153,0.08,0.0678,76.757,252527,False,1,Gator,Nonc Nu & Da Wild Matous,0rqIly9bNLScnTF6haGmT8
0.592,0.694,0,-10.216,1,0.0363,0.0148,0.0,0.2,0.511,124.341,168517,False,7,Down Da Bayou,Nonc Nu & Da Wild Matous,4QrptddddnVuZmTsHjoA5D
0.523,0.577,7,-10.109,1,0.0621,0.0801,0.0,0.32,0.545,88.902,185235,False,2,Crumplin Teal Ducks,Nonc Nu & Da Wild Matous,5ByuHoX3E5x7m79pBuZdtz
0.464,0.435,7,-10.364,1,0.033,0.0303,0.0,0.212,0.554,127.531,195162,False,1,Cajun,Nonc Nu & Da Wild Matous,0yQuEcqy1stuiS0GtF65PC
0.665,0.717,1,-6.164,0,0.276,0.015,0.0,0.103,0.354,139.95,153227,True,1,Tea(Showup,R.T.R Jae,0kLhAfjtfbD8xHS2H9Kq3C
0.666,0.676,2,-6.015,1,0.124,0.000832,0.0,0.251,0.106,140.033,138925,True,1,Not Gon Stop 3,R.T.R Jae,7bLXpcmypsgUIMkgDPbHkJ
0.695,0.822,8,-5.066,0,0.279,0.0191,0.0,0.138,0.525,147.042,196789,True,0,Bar 4 Bar,R.T.R Jae,5QulKmfk85Oli0x9YRPVMy
0.694,0.646,7,-8.741,0,0.339,0.504,0.0,0.112,0.701,153.028,139482,True,0,Oouu Yea,R.T.R Jae,5XFYfr6Hox6efIHy78eY8w
0.727,0.464,2,-9.676,0,0.396,0.146,0.0,0.0885,0.511,76.039,91253,True,0,Beyond Me,R.T.R Jae,15DxYmmJUBWZ1Tc7JNhaX1
0.679,0.699,5,-2.843,0,0.0687,0.00803,0.0,0.105,0.273,72.952,116077,True,0,Key,R.T.R Jae,3DJS94oN9HthpSxAqGw7Kr
0.7,0.808,1,-4.717,1,0.244,0.0114,3.35e-06,0.169,0.213,146.008,110039,True,0,Faced,R.T.R Jae,3Wgz2dI93i6gKUa1cqxkuI
0.684,0.0643,0,-24.817,1,0.0547,0.949,0.0851,0.114,0.0877,127.085,138252,True,0,Safe Interlude,R.T.R Jae,64OXXFbiSIiTS1pqJ6pMDi
0.817,0.643,11,-8.538,0,0.209,0.00913,0.00376,0.286,0.264,135.583,132376,True,15,My place 1000,R.T.R Jae,3YRuDHSmGeVLftzHJ2JLvI
0.713,0.785,1,-5.846,1,0.312,0.00471,0.0209,0.328,0.29,172.724,124202,True,1,The Get Down,R.T.R Jae,1h6yTkfAv6oMGsrX9W15iA
0.643,0.889,11,-5.09,0,0.357,0.093,3.91e-06,0.189,0.675,160.015,108019,True,1,What you do,R.T.R Jae,1CBlmxNcytw2oL9xqPCIFP
0.71,0.614,10,-8.1,0,0.28,0.0758,0.00522,0.108,0.287,140.086,137160,True,2,Wish i told you,R.T.R Jae,0DqSAYbEeT3hueJRl0jSaL
0.71,0.437,6,-17.793,0,0.642,0.0519,0.0,0.0923,0.0385,81.913,147409,True,15,Back 2 Back,CD4L Loco,4gIgqF5FbU3TIJL96C2juJ
0.577,0.922,9,-3.469,1,0.0629,0.204,1.08e-05,0.742,0.334,114.923,241194,False,1,Blood Carpet,Only Real,5aEwmWGn9yZ7z7rvqmNPXi
0.552,0.882,11,-4.461,1,0.0261,0.337,0.0,0.141,0.669,89.983,227111,False,7,Can't Get Happy,Only Real,6VpQfmOD3RsPCf3nhaJN30
0.582,0.925,9,-2.958,1,0.0411,0.0339,0.00185,0.37,0.656,117.004,214283,False,11,Yesterdays,Only Real,1O4BUZZrXGjGCiEUcOWL1z
0.654,0.835,11,-3.75,1,0.0403,0.229,6.23e-06,0.0865,0.846,97.522,227992,False,1,Jerk,Only Real,1gn00zsj07ntyhiTVB9XqR
0.589,0.907,1,-2.819,1,0.0326,0.00518,0.0,0.276,0.539,120.051,180796,False,1,Pass The Pain - Remastered 2014,Only Real,5rIespkWsha2Egn79jjYnl
0.567,0.863,11,-5.48,1,0.0288,0.398,9.15e-05,0.117,0.775,94.978,217648,False,1,Cadillac Girl - Remastered 2014,Only Real,7suiSnrnerAI4XiA9ljY0U
0.725,0.916,9,-1.576,0,0.0854,0.0287,1.62e-06,0.0997,0.346,100.017,197039,False,13,Friends & Lovers,Albert Gonzalez,4mKVqr4dyZ8TyrLNS4Zebo
0.73,0.815,10,-7.029,0,0.0409,0.0349,0.876,0.102,0.822,98.019,145101,False,3,Run Like Lola (98 BPM),Michael Hayes,1gAW0ewzyqq7AUTfhhll8d
0.788,0.667,1,-9.215,1,0.0995,0.00239,0.858,0.0985,0.72,108.015,169444,False,3,Safe Crackers (108 BPM),Michael Hayes,2GfeTGrCzWSGlVuMkslP5Q
0.792,0.954,1,-8.815,1,0.0312,0.00164,0.701,0.103,0.803,132.039,128181,False,3,Dynamite in Hand (132 BPM),Michael Hayes,5TEOYFiBIMHCpwJv7f4iGe
0.795,0.733,7,-9.524,1,0.0677,0.00851,0.782,0.132,0.456,112.011,168482,False,3,Chemical Teardrops (112 BPM),Michael Hayes,16EnYXH328bXmyqqmntz7I
0.799,0.873,7,-14.222,0,0.0584,0.0692,0.888,0.101,0.852,110.007,123545,False,3,Duck Walk (110 BPM),Michael Hayes,6kKP2cd9SkwFwtCj4YlPgx
0.737,0.864,1,-8.911,1,0.0477,0.667,0.81,0.0852,0.573,110.001,165272,False,3,Spear of Neptune (110 BPM),Michael Hayes,7ipeKoNDAIBlH1QbaHchwo
0.696,0.693,0,-9.242,0,0.0341,0.0516,0.894,0.0996,0.756,108.007,162222,False,3,Hiding Out (108 BPM),Michael Hayes,1VR6qGPQtfCoIqDBcqAU2y
0.806,0.639,7,-11.138,1,0.0578,0.17,0.769,0.0936,0.338,125.005,168959,False,3,Stranger Things Happen (125 BPM),Michael Hayes,7GJN39HATzpEyO08FhUn56
0.704,0.703,2,-12.07,1,0.0569,0.207,0.197,0.102,0.899,140.039,143571,False,3,Like That (140 BPM),Michael Hayes,4kX33Jv5JnxmIrjlpjUbOU
0.767,0.444,1,-10.548,1,0.0587,0.000151,0.87,0.112,0.0393,105.01,146285,False,3,Floating (105 BPM),Michael Hayes,5knDCGHjSNjgHiUkTHRCHX
0.671,0.331,7,-8.211,1,0.0714,0.186,0.000156,0.11,0.127,91.448,210837,True,14,Ballgame Nite,Teddy Ballgame937,1DFq8RVQp7l62WEYY1vLHc
0.531,0.658,1,-4.573,1,0.0306,0.201,0.784,0.292,0.05,101.795,122058,False,14,Superpower,Dean Roy,5rJRcDEW6dR0mcxlttHF05
0.746,0.352,10,-12.416,0,0.488,0.525,0.0,0.121,0.874,191.733,188750,False,14,Boyfriend,Jazmin Sophia,1PwXKDnE3FvAYso3FNamIn
0.547,0.109,3,-11.457,1,0.0445,0.806,0.0,0.0791,0.311,140.794,230341,False,16,Victim of Love,Fred Lee Cole,7AtPtltvPdt5Zuf3H4Ok8K
0.399,0.376,3,-9.18,1,0.0326,0.633,0.000372,0.116,0.178,123.916,294010,False,0,Friends/Lovers,Fred Lee Cole,32WFS8csN5SU753TgKDBy4
0.403,0.193,0,-12.714,1,0.0405,0.844,0.0,0.145,0.301,78.099,227368,False,0,How Sweetly Do the West Winds Blow,Fred Lee Cole,05Ccn9yAwd4jJ4ao0eJfjq
0.426,0.275,9,-10.762,1,0.0308,0.825,2.49e-06,0.0932,0.169,104.318,185758,False,0,Rabbit Hole,Fred Lee Cole,0IzRUlmhnJmmO7eqnJuNGb
0.444,0.23,5,-10.568,1,0.0362,0.862,0.0,0.11,0.279,76.537,310589,False,0,"Buddy, I Love You",Fred Lee Cole,5CvJC5iteSVnobZpCYMoJM
0.393,0.763,7,-4.113,1,0.0381,0.00121,0.0,0.213,0.406,144.847,212569,False,13,Breathe,The Winter Project,3aQbuCEk1JuDPNKZe92bhZ
0.376,0.643,2,-10.98,1,0.0469,0.187,0.00962,0.0454,0.221,128.643,296184,False,5,Car Song,The Wormdogs,0v6Y8Y0EIiG2Ou2G4rf5Gq
0.599,0.736,9,-10.099,1,0.0744,0.224,0.0,0.204,0.857,137.951,183232,False,4,Robin May,The Wormdogs,4NmBEQOWkS2cd0YlzzC45r
0.463,0.696,7,-9.698,1,0.0761,0.54,0.000685,0.11,0.691,149.574,265573,False,5,My Baby,The Wormdogs,1akhxJXclrFtE6IzpCuhOH
0.46,0.287,0,-14.317,1,0.0261,0.601,0.057,0.102,0.472,86.83,284754,False,3,Forgiveness,The Wormdogs,4PbTnbqfWfj2rKaOVl4Fju
0.487,0.713,0,-10.232,1,0.0382,0.162,0.0586,0.123,0.801,135.366,250948,False,3,Two Fools,The Wormdogs,2cn28CfG4FzICyBq3LQF98
0.551,0.659,7,-10.833,1,0.0564,0.225,4.76e-05,0.117,0.871,135.425,196535,False,2,Freedom Comes,The Wormdogs,6ghQlVbBiMz5iy3Mz6PC01
0.477,0.644,7,-11.185,1,0.092,0.232,0.00387,0.356,0.682,136.554,259203,False,2,Hard Time,The Wormdogs,3DP0ByxP4UTzICNtb2JwAU
0.588,0.538,0,-10.138,1,0.0336,0.284,0.614,0.222,0.668,105.935,215542,False,2,Bobo's Dream,The Wormdogs,0pGBwGQJinKNTaFJdJsm2I
0.509,0.51,0,-10.704,1,0.0446,0.468,0.000211,0.182,0.738,141.603,324305,False,2,Smoke My Way to Heaven,The Wormdogs,7He7NnGir8SwEMK57djDIZ
0.623,0.573,4,-10.297,1,0.121,0.135,0.000504,0.112,0.65,135.012,415446,False,2,Windy Night,The Wormdogs,2iPwLPjILohlfzAF932WfI
0.631,0.422,2,-10.0,1,0.0475,0.557,0.000247,0.187,0.765,118.975,185767,False,2,Sweeties,The Wormdogs,3f98R6OpQHkrFG0Y5Bpjm0
0.737,0.245,0,-13.474,1,0.0423,0.525,0.0,0.0917,0.681,122.555,45723,True,2,"Oh Hell, Oh Shit, Oh Fuck",The Wormdogs,2wKNnGotBrCEJ0dJPou2Cb
0.839,0.45,0,-11.323,0,0.347,0.0505,0.000642,0.106,0.208,94.052,154000,True,15,Hot Head,Bookie2Paid,1oo1XC1hbHRkgaKGLAnzUZ
0.712,0.497,4,-16.123,0,0.0651,0.00384,0.833,0.162,0.269,166.01,151967,False,14,Fool,Cannady Law Beats,1shzZeRJFSkb1eZ4DpAEqY
0.181,0.119,4,-26.071,1,0.0505,0.925,0.602,0.113,0.0595,99.812,89165,False,2,Of Lost Loves,The Frank Capricorns,5RntafKujBfzSckltVcxmP
0.201,0.142,9,-28.333,1,0.0508,0.813,0.39,0.433,0.0696,69.397,98081,False,2,Relationship with Torture,The Frank Capricorns,2x4UGPF3u9gdJmoBE3EQjF
0.247,0.199,9,-21.042,1,0.0492,0.981,0.763,0.256,0.0358,70.892,89722,False,2,The Cold Late Spring,The Frank Capricorns,2zIO3SJX9v549m08PI5Ae4
0.185,0.112,9,-26.726,1,0.0593,0.717,0.755,0.28,0.0334,129.068,148050,False,2,Brace Hopes and National Promise,The Frank Capricorns,5rc8mcvq43FDdguW0MbPr5
0.196,0.167,9,-23.855,1,0.0614,0.479,0.837,0.142,0.0338,72.236,103282,False,2,Pleasant Fictions,The Frank Capricorns,5KebfNl4zywZJ9RCAUYqJM
0.153,0.119,2,-26.921,1,0.0504,0.802,0.88,0.094,0.0332,79.276,105883,False,2,Jiggling at His Belly,The Frank Capricorns,56QQ0RspMQ4sP0kgC1phrP
0.16,0.0262,0,-30.03,1,0.0396,0.601,0.902,0.111,0.0373,140.252,56285,False,2,Dusty Busts of Hadrian,The Frank Capricorns,5hzFV0VVn5tqbCuToBcUYs
0.181,0.146,11,-24.378,0,0.0514,0.443,0.876,0.131,0.0334,124.795,147865,False,2,The Bards,The Frank Capricorns,4PSDa2O6WAQg7238wb7WxN
0.19,0.256,5,-30.191,1,0.338,0.173,0.435,0.607,0.0493,128.453,90465,False,2,Sweat and Toil,The Frank Capricorns,5IichaKgkOVsnA4mWkEIlJ
0.118,0.113,2,-26.429,1,0.0492,0.791,0.85,0.121,0.0339,151.945,73189,False,2,The Emptiness of a Foreign Land,The Frank Capricorns,46uxeh16J6IZPfOJvG3hkY
0.209,0.119,2,-25.738,1,0.0469,0.809,0.793,0.148,0.0362,81.121,132261,False,2,Poets in Crisis,The Frank Capricorns,7BDV1wuuy7isBXyLd6aSHg
0.205,0.15,2,-24.588,1,0.05,0.813,0.684,0.543,0.0348,83.609,115357,False,2,Model-Thin,The Frank Capricorns,5GoanZZXFCw528CLdFNLdv
0.176,0.203,2,-23.69,1,0.0544,0.896,0.229,0.34,0.0376,92.033,90093,False,2,The Spots on Her Nose,The Frank Capricorns,2yvwYDHhTmY0kz1o7HqnB2
0.159,0.285,6,-22.023,0,0.0606,0.93,0.541,0.188,0.0369,73.622,105511,False,2,Shag Carpet,The Frank Capricorns,2l7WvSypxdHYR9itEp8LC8
0.134,0.144,2,-24.826,1,0.0483,0.746,0.775,0.141,0.0335,96.366,112756,False,2,Zuckerberg,The Frank Capricorns,6zorLCARbcM8kVnbWcx1b5
0.129,0.159,2,-23.07,1,0.047,0.648,0.812,0.529,0.0312,146.982,120558,False,2,Sunflower,The Frank Capricorns,3bgrKbGv3SFHLDhWZ0I5uV
0.22,0.217,9,-23.338,1,0.0535,0.96,0.814,0.7,0.0386,80.851,102075,False,2,Diagonal Braces,The Frank Capricorns,7rPe86OYSYsb78DYwVYidx
0.175,0.0383,2,-27.055,1,0.0582,0.593,0.88,0.0894,0.0321,79.519,70960,False,2,The Output of Man,The Frank Capricorns,3uVsRWnosxrWEYrykivBzy
0.684,0.765,2,-12.245,1,0.0356,0.19,0.00187,0.335,0.933,110.066,96000,False,13,Kevin's Funk,Kevin Wendell,4Iv3IivAmggsDXXLEvGZpE
0.565,0.76,6,-5.015,0,0.374,0.0471,0.0,0.169,0.523,80.004,246387,True,0,FEAR NO EVIL,TITAN BLACK222,0nB4LqksUTpRuvLEXsw9Cc
0.634,0.802,2,-2.192,1,0.313,0.0634,0.0,0.18,0.311,92.456,255164,True,12,GOD OF THE UNIVERSE9,TITAN BLACK222,7dCsficXtlN2NPYdfllONG
0.588,0.778,4,-4.505,0,0.332,0.175,0.0,0.231,0.621,91.044,163933,True,0,THE DEADLY GAME OF ESPIONAGE,TITAN BLACK222,05Lq6aNyqnLjIRCtVVSj1n
0.303,0.899,11,-3.233,0,0.257,0.000351,0.552,0.345,0.0801,88.364,181393,True,0,CLOSE YOUR EYES & DREAM,TITAN BLACK222,4KDSMc1ycOKhjhsLFHW6zo
0.667,0.839,9,-3.502,0,0.259,0.186,0.0,0.73,0.679,96.926,279684,True,0,SOCIAL ENGINEERING,TITAN BLACK222,2DRNAlDLRQazOMJnXtZRP4
